Название игры	Истинные значения	Предсказанные значения	Отношение
warhammer 40 000: space marine 2 - 4k texture pack [только файлы dlc] (2024)	39771	36489	1.089944914905862
source of madness [gog] (2022)	25920	22099	1.172903751300964
company of heroes - new steam version (2013) pc | repack от xatab	61605	55793	1.1041707741114477
horizon zero dawn - complete edition [v 1.0.11.14 + dlcs] (2020) pc | repack от decepticon	94210	44517	2.1162701889165936
somerville (2022)	10348	20004	1.9331271743332046
daymare: 1998 [plaza] (2019) pc | лицензия	29714	32866	1.1060779430571448
mundaun v.1.0.207 (46282) [gog] (2021) pc | лицензия	32433	23502	1.3800102118968598
sunkenland (beta 0.5.10) [архив] (early access)	83337	27895	2.9875246459939055
vampire: the masquerade redemption v2.0.0.3 [gog] (2000)	16164	22189	1.3727418955704034
metal gear solid [gog] (2000)	53056	16310	3.2529736358062538
space engineers v.1.205.024 b2 [архив] (2019)	48335	31404	1.539135142020125
windbound	50781	45518	1.1156245880750473
weedcraft inc [gog] (2019) pc | лицензия	25846	25919	1.002824421573938
dorfromantik [gog] (2022) pc | лицензия	16595	21669	1.3057547454052425
star wars the force unleashed ii v1.1 [gog] (2010)	12672	25253	1.9928188131313131
itorah - save the world edition (2022) | лицензия	9602	21376	2.2262028744011664
rune classic v1.10 [gog] (2000)	9352	23836	2.548759623609923
f.e.a.r. 2: project origin + reborn (2010) pc | repack от xatab	74095	51001	1.4528146506931237
decision: red daze (2022)	20713	22808	1.1011442089509005
world of goo 2 v.12388w [папка игры] (2024)	92956	24882	3.7358733220802187
halo infinite [steam] single campain (2021) pc | лицензия	47163	37784	1.2482267626508574
republique remastered. episode 1-4 (2015) pc | repack от xatab	10316	39569	3.8356921287320667
biped [gog] (eng/rus/multi9) от r.g. gogfan	11877	25198	2.1215795234486823
obduction v.1.8.4.1-ssl (51210) [gog] (2016)	14755	24236	1.6425618434429008
the complex	56455	46785	1.2066901784760073
the quarry: deluxe edition [v 1.07 build 11105655 + dlcs] (2022) repack от decepticon	22293	29404	1.3189790517202709
final fantasy iii [папка игры] (1990-2021)	14772	25982	1.7588681288924992
for the king (2017) pc | лицензия	18596	32626	1.7544633254463327
fury unleashed [gog] (2020) pc | лицензия	64272	21206	3.0308403282089973
